Date	Advertiser	Order	Line_item	Creative	Advertiser_ID	Order_ID	Line_item_ID	Creative_ID	External_advertiser_ID	External_order_ID	External_Line_Item_ID	Creative_Id	Total_impressions	Total_clicks	Total_CTR	Column1	Column2	
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x600	33459447	298883607	112526127	83224992327	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	1924	43	0.0223			
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 728x90	33459447	298883607	112526127	83224992927	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	1574	10	0.0064			
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 900x65	33459447	298883607	112526127	83224993767	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	838	33	0.0394			
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Showroom 31714 0301 320x60	33459447	298883607	112526487	83229497607	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	30045	194	0.0065			
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Hotspots 31714 0301 320x60	33459447	298883607	112526487	83229498567	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	12379	90	0.0073			
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Showroom 31714 0301 768x66	33459447	298883607	112526607	83229499887	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	22591	213	0.0094			
4/2/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Hotspots 31714 0301 768x66	33459447	298883607	112526607	83229501207	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	7597	71	0.0093			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 160x600	33459447	298883607	112526127	83223721407	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	13	0	0			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x250	33459447	298883607	112526127	83224857807	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	9637	134	0.0139			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x600	33459447	298883607	112526127	83224873167	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	3014	43	0.0143			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 728x90	33459447	298883607	112526127	83224880487	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	2414	13	0.0054			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 900x65	33459447	298883607	112526127	83224931847	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	6215	215	0.0346			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 160x600	33459447	298883607	112526127	83224977807	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	7	0	0			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x250	33459447	298883607	112526127	83224984167	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	6448	86	0.0133			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x600	33459447	298883607	112526127	83224992327	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	4037	79	0.0196			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 728x90	33459447	298883607	112526127	83224992927	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	4328	25	0.0058			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 900x65	33459447	298883607	112526127	83224993767	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2063	58	0.0281			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Showroom 31714 0301 320x60	33459447	298883607	112526487	83229497607	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	25580	169	0.0066			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Hotspots 31714 0301 320x60	33459447	298883607	112526487	83229498567	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	8701	51	0.0059			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Showroom 31714 0301 768x66	33459447	298883607	112526607	83229499887	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	18244	181	0.0099			
4/3/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Hotspots 31714 0301 768x66	33459447	298883607	112526607	83229501207	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	6074	51	0.0084			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 160x600	33459447	298883607	112526127	83223721407	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	17	1	0.0588			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x250	33459447	298883607	112526127	83224857807	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	6583	73	0.0111			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x600	33459447	298883607	112526127	83224873167	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	2420	70	0.0289			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 728x90	33459447	298883607	112526127	83224880487	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	1746	12	0.0069			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 900x65	33459447	298883607	112526127	83224931847	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	6671	179	0.0268			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 160x600	33459447	298883607	112526127	83224977807	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	17	0	0			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x250	33459447	298883607	112526127	83224984167	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	4296	57	0.0133			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x600	33459447	298883607	112526127	83224992327	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3297	71	0.0215			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 728x90	33459447	298883607	112526127	83224992927	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3142	18	0.0057			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 900x65	33459447	298883607	112526127	83224993767	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2287	62	0.0271			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Showroom 31714 0301 320x60	33459447	298883607	112526487	83229497607	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	30491	189	0.0062			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Hotspots 31714 0301 320x60	33459447	298883607	112526487	83229498567	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	10010	51	0.0051			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Showroom 31714 0301 768x66	33459447	298883607	112526607	83229499887	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	17711	178	0.0101			
4/4/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Hotspots 31714 0301 768x66	33459447	298883607	112526607	83229501207	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	5822	59	0.0101			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 160x600	33459447	298883607	112526127	83223721407	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	9	0	0			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x250	33459447	298883607	112526127	83224857807	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	5647	73	0.0129			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x600	33459447	298883607	112526127	83224873167	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	2496	41	0.0164			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 728x90	33459447	298883607	112526127	83224880487	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	1682	9	0.0054			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 900x65	33459447	298883607	112526127	83224931847	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	6030	173	0.0287			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 160x600	33459447	298883607	112526127	83224977807	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2	0	0			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x250	33459447	298883607	112526127	83224984167	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3692	37	0.01			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x600	33459447	298883607	112526127	83224992327	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3280	72	0.022			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 728x90	33459447	298883607	112526127	83224992927	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2954	12	0.0041			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 900x65	33459447	298883607	112526127	83224993767	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	1987	64	0.0322			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Showroom 31714 0301 320x60	33459447	298883607	112526487	83229497607	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	32119	177	0.0055			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Hotspots 31714 0301 320x60	33459447	298883607	112526487	83229498567	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	10864	55	0.0051			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Showroom 31714 0301 768x66	33459447	298883607	112526607	83229499887	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	17161	187	0.0109			
4/5/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Hotspots 31714 0301 768x66	33459447	298883607	112526607	83229501207	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	5730	52	0.0091			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 160x600	33459447	298883607	112526127	83223721407	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	4	0	0			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x250	33459447	298883607	112526127	83224857807	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	5122	63	0.0123			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x600	33459447	298883607	112526127	83224873167	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	2553	61	0.0239			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 728x90	33459447	298883607	112526127	83224880487	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	1489	11	0.0074			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 900x65	33459447	298883607	112526127	83224931847	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	5890	171	0.029			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 160x600	33459447	298883607	112526127	83224977807	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	1	0	0			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x250	33459447	298883607	112526127	83224984167	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3429	37	0.0108			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x600	33459447	298883607	112526127	83224992327	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3383	81	0.0239			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 728x90	33459447	298883607	112526127	83224992927	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2467	10	0.0041			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 900x65	33459447	298883607	112526127	83224993767	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2015	50	0.0248			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Showroom 31714 0301 320x60	33459447	298883607	112526487	83229497607	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	29914	175	0.0059			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Hotspots 31714 0301 320x60	33459447	298883607	112526487	83229498567	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	9901	70	0.0071			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Showroom 31714 0301 768x66	33459447	298883607	112526607	83229499887	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	16371	179	0.0109			
4/6/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Tablet US 31714 0401 1231	Tablet Hotspots 31714 0301 768x66	33459447	298883607	112526607	83229501207	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	5464	59	0.0108			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 160x600	33459447	298883607	112526127	83223721407	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	8	0	0			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x250	33459447	298883607	112526127	83224857807	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	4281	61	0.0142			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 300x600	33459447	298883607	112526127	83224873167	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	2321	43	0.0185			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 728x90	33459447	298883607	112526127	83224880487	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	1693	3	0.0018			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames Showroom 31714 0301 900x65	33459447	298883607	112526127	83224931847	-	0	00k3800000V6yCsAAJ	ct01e47cb430002a83	6857	199	0.029			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 160x600	33459447	298883607	112526127	83224977807	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	4	0	0			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x250	33459447	298883607	112526127	83224984167	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2619	31	0.0118			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 300x600	33459447	298883607	112526127	83224992327	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	3015	74	0.0245			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 728x90	33459447	298883607	112526127	83224992927	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	1029	5	0.0049			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	AdFrames Desktop US 31714 0401 1231	AdFrames HotSpots 31714 0301 900x65	33459447	298883607	112526127	83224993767	-	0	00k3800000V6yCsAAJ	ct01e3bf4a80002a83	2309	67	0.029			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Showroom 31714 0301 320x60	33459447	298883607	112526487	83229497607	-	0	00k3800000V6yCxAAJ	ct01e4b96990009512	30473	190	0.0062			
4/7/16	Sub Zero / Wolf	SubZero/Wolf-16Awareness-USA-31714 0316	Mobile Smartphone US 31714 0401 1231	Smartphone Hotspots 31714 0301 320x60	33459447	298883607	112526487	83229498567	-	0	00k3800000V6yCxAAJ	ct01e450ef40009512	10122	61	0.006			
